subject,roi,mean,std,median,min,max,skew,kurtosis
sub-006C,auditory,4.859723188235293,2.5423959049866744,5.488041453,1.2707108589,9.34664692,0.18008937385660811,-1.136179291388177
sub-006C,dmn,5.090657867141176,2.88725432907467,4.4114143571,1.764222403,11.1092753176,0.6111936006041657,-0.7913880028585849
sub-006C,fpn,4.501929776205882,2.637758460213988,3.3883075348,0.9499216231,9.5874451418,0.7592944823788438,-0.749017966676504
sub-006C,limbic,4.815344309323529,2.121053338441402,4.0569016297,1.6224316532,8.8710218739,0.4762017442727135,-0.8440996858779131
sub-006C,motor,4.230547301494118,2.815128647811709,4.0961122081,1.0501857918,13.4853435142,1.9037207442660011,4.14956743279573
sub-006C,salience,3.7081773278058825,2.526353575050471,2.9331028161,1.1514167537,12.1859235292,2.08806495604182,4.6661430867204485
sub-006C,visual,4.0801584884294115,2.363799960570477,3.4727219062,0.6172257769,10.1731695996,1.194722169400409,0.8367069621612169
sub-007C,auditory,4.085620472317647,2.4852337085480762,3.3126553549,0.570311687,11.1439785878,1.2440843984644625,1.4934988297713874
sub-007C,dmn,4.178359909023529,2.907133904818075,3.2138736036,0.6973556067,9.8131252579,0.7681291495912986,-0.7614339247478807
sub-007C,fpn,3.5788442337,4.302509524423497,1.9428668193,0.2778543529,18.2162970367,2.4401355522813666,5.285334136463826
sub-007C,limbic,3.604203534294118,1.997513827165963,2.5612105061,0.9373665489,9.3454316888,1.380941140179578,1.6165493880102675
sub-007C,motor,6.841210505782353,6.767471651972519,5.0408229004,1.1540746991,24.6992862897,1.4351302204048455,1.0669180633173836
sub-007C,salience,4.272071993388236,2.0448316692363426,4.0509911217,1.3086811874,8.2586885991,0.4591713888592499,-0.6328675657425888
sub-007C,visual,4.269198244088235,2.8826681127964098,3.8828767877,0.9061123608,12.8439983439,1.3478626270806735,2.0999568217758746
sub-009C,auditory,4.930330955888236,3.158050058504257,4.2895996582,1.7279823429,13.6992229446,1.7070005228038367,2.053632479537769
sub-009C,dmn,2.9148379771470587,1.2139584968765753,2.8244490583,1.1547366427,5.07430435,0.4153224539426392,-1.0808009869612814
sub-009C,fpn,3.203568410876471,2.173369732340576,2.5596004265,0.642894232,8.5817653098,0.9291777868997355,0.05759722975696846
sub-009C,limbic,5.406337925905882,2.7921028235730714,4.4228063712,1.7325384712,11.427938872,0.8354379738547308,-0.4650112952099148
sub-009C,motor,4.994177577211765,3.3287269780348616,4.0122293913,1.6822136108,12.8227383892,1.2854090920327466,0.7328637749720333
sub-009C,salience,3.6255770433058823,2.3747577339094343,2.8381971678,0.8868925946,10.8377309779,1.6541679084513987,2.5030875051263832
sub-009C,visual,6.222701679129412,5.679265139195996,4.7500772641,1.0272463099,22.7217336873,1.885802994618221,2.591126100091464
sub-013C,auditory,3.4415026621000004,1.7159831017146998,2.7190166473,1.0533468493,6.4784113036,0.5252793785864038,-1.019072151967595
sub-013C,dmn,1.8818932794999998,0.8548250907473429,1.7662820961,0.7828079622,4.4711395948,1.3668972351020559,2.418481912267424
sub-013C,fpn,1.9280477456882352,1.4987410601099538,1.6086329334,0.5030065783,6.7620189643,1.8996173921610533,3.6251201634981065
sub-013C,limbic,3.384242102570588,1.9753627680552341,2.9882610817,1.0424887198,7.5667949049,0.5018349544578428,-0.9660432208565073
sub-013C,motor,3.3826758460176465,3.570447056499932,2.39787081,0.727500208,16.5328460418,2.8614119733692065,7.893866709061992
sub-013C,salience,3.1875190140764706,1.7052631658316333,2.9597062166,0.6902621283,6.6645824962,0.44297048595642996,-0.8367609220685353
sub-013C,visual,2.2097771221882354,2.0019601352397234,1.581808015,0.5772834554,9.1737278537,2.3886160113317167,5.762594728110521
sub-014C,auditory,4.517095399129412,2.190128681395032,4.3932076543,2.0994658509,11.4451029425,1.6676454316675309,3.2456313654519366
sub-014C,dmn,2.948207951482353,1.8528355759548647,2.5430181566,0.739991473,8.062814736,1.3788369775774043,1.262315751051113
sub-014C,fpn,3.1591032308411764,2.0385712012520028,2.2342719203,0.3589481449,7.5367078242,0.7841229588851751,-0.30370710185504235
