,mean,mean,mean,std,std,std,median,median,median,min,min,min,max,max,max,skew,skew,skew,kurtosis,kurtosis,kurtosis
,mean,std,sem,mean,std,sem,mean,std,sem,mean,std,sem,mean,std,sem,mean,std,sem,mean,std,sem
roi,,,,,,,,,,,,,,,,,,,,,
auditory,4.341422929302851,0.5055806392478149,0.1159881533837852,3.5097458769545615,0.4661931759961613,0.10695204959660728,3.4359978057394733,0.5278678682090159,0.12110119437186034,0.4352217258578947,0.19571984322087072,0.04490121146554735,24.210199202642105,6.983219793625511,1.6020604937340295,2.597059312531889,1.1366315342733189,0.260761157575736,10.861284987027759,10.508619115775394,2.4108425664118256
dmn,4.433461351433662,0.4069896784922605,0.09336983576904592,3.5001725130351757,0.7337796898614155,0.16834060604886983,3.468854494463158,0.640969609025296,0.14704851324326532,0.500935007968421,0.2912123637329077,0.06680869813796599,23.22174624741579,7.957653921848403,1.8256110143688051,2.409567339469754,1.198848301727396,0.2750346629402672,9.309864572467347,10.67514546672038,2.4490463314226565
fpn,4.5039938240412285,0.5651924706446727,0.12966404543106352,4.360150550922187,1.2788009921562653,0.2933770680899321,3.284404955363158,0.6028145685974386,0.13829514664264747,0.3308107378105263,0.15304277289661092,0.03511042005766171,31.94598911673158,15.256042029182389,3.4999760780850115,3.0813465617392204,1.56462322576388,0.35894918556954614,15.153049173221824,16.254035631513787,3.728931512761995
limbic,4.430317351053911,0.7239848071450186,0.16609350584231156,3.4899490826656656,0.9425681732230475,0.2162399691830002,3.4847918858394737,0.5833104353155678,0.13382059159227783,0.47883533141052625,0.15085147357965414,0.03460770151673201,21.88652531965263,7.955359816663227,1.8250847105441719,2.3299621630946032,1.221689768082761,0.280274854706863,8.66952445812619,10.674021093258789,2.4487883824598207
motor,4.347104764944591,0.45249246202702803,0.10380889024682793,4.085175814579093,0.8053062161007938,0.18474991655728878,3.05096714818421,0.4829666814435244,0.11080015565839596,0.32823519773157894,0.15231393978511493,0.03494321427451869,26.57799894707895,6.830964534684053,1.5671307417683225,2.408482662972786,0.649459770610477,0.14899628989400926,8.655151253257367,5.415786221996342,1.242466570605368
salience,4.444857312313048,0.621774309427906,0.1426448094992648,3.1042360298590403,0.5089456174251217,0.11676013232179044,3.691923251713158,0.5578308873753751,0.12797518240288835,0.45720964868421055,0.17408080130652126,0.039936874784511016,17.702720353552632,4.127779114145914,0.9469774747273622,1.5855105818344506,0.4554813892021428,0.10449459716819255,3.30733219851695,2.6089399284692454,0.5985318683139828
visual,4.568065777292288,0.5716939039946111,0.13115557653425017,5.650453147214353,2.0935824157775746,0.4803007463341158,3.0967367546868423,0.7864060385892427,0.1804139184631924,0.4101638981789474,0.22931132356269682,0.05260762557996593,47.808984965600004,31.197583199436068,7.157216444686533,4.312275810726667,2.710346409071081,0.6217961104804838,30.953510227980388,33.2545057044859,7.629106830697415
