subject,roi,freq_0.112179,freq_0.113782,freq_0.115385,freq_0.116987,freq_0.118590,freq_0.120192,freq_0.121795,freq_0.123397,freq_0.125000
sub-003P,auditory,1.5182105492066673,1.281119114418282,3.4370620107431042,3.862610967248738,1.9762741312720407,2.642997879850598,3.0109669407210116,4.118369074686546,3.7543156013717223
sub-003P,dmn,4.847244733193755,3.549720915125816,2.1794868846161752,4.687647522174687,4.303005278516619,1.9601859727644058,3.8033848247754585,4.6745178162959595,2.5448026543854927
sub-003P,fpn,8.199820536162528,3.6112363514931682,2.1098052459734586,7.222033169245773,1.760403225707408,1.5494696469770695,2.631996196854389,5.713224606252122,3.66220459932077
sub-003P,limbic,3.1740760744958876,9.468915187353057,10.536870775670497,4.11038614968053,4.821822015049883,2.267125934085558,2.667866843387774,3.615125217596436,2.3131698207116425
sub-003P,motor,3.718975600468871,3.3186125084744673,8.094597864995098,11.592642265137108,1.1726493726044889,1.5809499266810607,0.7500044491152607,1.4590827813709202,1.2509483941628046
sub-003P,salience,5.144768894063363,2.9624418306513634,2.2792667161377045,3.206036449829787,3.2030211314814885,2.7305977606710323,2.582386472562873,2.3869158842154636,2.2850919873297086
sub-003P,visual,1.820930152555711,5.830858814530534,20.29185822002176,15.618093717865799,3.3702471584328215,4.981956136543974,2.32875989072115,5.856835900201812,5.302501464404131
sub-005P,auditory,2.9346476985390675,3.210342531467476,6.4926676060349475,2.2563353952441574,2.258626239802065,3.529675228754201,1.8694330257568823,7.251134881563753,6.1980017726206516
sub-005P,dmn,2.093746140599149,5.087429794851119,6.392695911792022,3.7319150918695247,2.694125005320943,1.6044635541213008,2.680570658262962,1.9688498994720405,2.5583881891156004
sub-005P,fpn,4.308257597600934,10.387799051388258,15.849758579603144,4.377082408083842,1.8308712486397398,4.642724498691615,1.661965843949452,2.7248634959432554,3.287336461246352
sub-005P,limbic,4.222256021030692,0.8655611432576813,8.234618478190821,4.494315293269008,4.401748577493301,4.854827526815716,1.547031973434244,2.937598665244426,2.504582318022614
sub-005P,motor,1.34111391763745,4.187644799720162,18.6705289283614,9.04259720949401,6.741210972163065,13.175082937832602,6.901512160437563,2.4401033317946927,4.090738166725078
sub-005P,salience,4.631209762154523,1.9455559423561226,7.482837254885466,5.698995373276219,1.4971176199652207,1.2991162995640022,1.63724337059196,3.4402153592690805,4.718242510361363
sub-005P,visual,7.4010510758126715,2.951635944136977,6.062158432590793,7.001659447924713,4.669124629744784,2.4676827261963004,1.5116282232745382,1.2585631891624185,1.6947410423219846
