subject,roi,freq_0.112179,freq_0.113782,freq_0.115385,freq_0.116987,freq_0.118590,freq_0.120192,freq_0.121795,freq_0.123397,freq_0.125000
sub-006C,auditory,5.665680766629817,6.906023320521748,9.143508048560967,7.455426702652691,3.1073641572465824,5.991093117777156,5.5524289194157745,2.4911828223867705,3.027584731781671
sub-006C,dmn,6.419647111977198,6.423866654350884,10.114621249790048,4.411414357116171,7.555366304668375,2.1475317516621133,2.0134698374277598,2.0598897168729935,1.7642224030328757
sub-006C,fpn,3.388307534831243,6.843433508491925,9.587445141771255,4.107496310318142,8.86330841385716,6.391629864156462,2.251885984112557,3.152984739627146,3.0439603023634643
sub-006C,limbic,2.9163051213724955,8.871021873879052,6.2373172006642905,3.453594645596443,6.558535567260681,3.6119967045066956,3.6402237340754287,5.4906064759072954,5.674620846937103
sub-006C,motor,1.0501857918413502,3.8087568871296886,13.485343514235947,4.39153442084394,5.738688249235911,5.463768815321844,1.5208140680483153,1.8910194693043754,2.142089180322786
sub-006C,salience,1.915170760003414,4.641348524500668,12.185923529240183,2.000950077361721,4.849032912636568,5.684523787397228,2.4727241983702735,1.1514167536844182,2.1396523724485452
sub-006C,visual,3.256411606865972,3.906637858428579,3.4727219062095265,10.173169599589054,8.450411510795352,4.25970128662867,2.9345770983925563,2.4791891550022176,4.134127647544744
sub-007C,auditory,3.3126553548971804,3.221050386128723,7.394170677244987,2.2293748223821908,2.002396487495127,4.313241351743515,4.231216059231517,6.849465697432336,4.63460537637129
sub-007C,dmn,3.213873603583052,9.81312525785013,9.691433771863327,3.6481186722093764,2.4631500926634775,4.473425584474841,7.545132322824242,8.150636939813912,2.6120701821010015
sub-007C,fpn,1.801171261526593,10.272270720772106,18.21629703673836,3.996923580473273,4.730735527000046,4.112828290611039,3.4002446067312,0.27785435294594335,1.572208263001758
sub-007C,limbic,2.0202768849522617,0.9373665489445564,3.6110764682737653,2.485299519281696,2.520704315157254,2.352515607666886,4.750151960150369,2.261875106619394,2.3988106702304712
sub-007C,motor,1.204977395218896,5.040822900356214,24.699286289664173,20.53951031493169,13.82902321335716,7.526334461412399,2.425212677789321,5.149918619318513,2.272033215517723
sub-007C,salience,3.1198718981401505,8.258688599139111,8.13029072327428,2.043068677901248,2.3285191553969704,4.727136998971544,6.761175449370784,4.643502889904358,4.050991121651986
sub-007C,visual,0.9061123607544153,2.5867567079722398,7.838651831196263,5.604907923099207,1.538281404083777,3.873566681206144,5.182912538322575,5.865909021683526,4.974603564373076
sub-009C,auditory,2.079984029310084,3.093986771451448,13.699222944607907,11.891180286392974,4.375160653183282,2.8260471766686193,3.087530839766642,4.194697119906813,4.289599658222956
sub-009C,dmn,1.771950344791195,5.074304350035495,3.6524174698130896,2.2582518744708953,2.95290083612619,4.9108715728027565,3.327466395541775,2.109491372078035,1.4121641347235128
sub-009C,fpn,1.8624677964134015,0.642894231966525,5.262636911459794,4.785529877370569,1.905600410949078,8.581765309793301,6.7952937087934036,2.559600426485043,3.13546166527134
sub-009C,limbic,2.9211686441370324,3.183339991922682,5.8326627310703705,6.365776107190905,4.422806371196116,5.271767143575605,10.089707896340128,11.427938872045221,2.62267511461327
sub-009C,motor,7.328202565302847,4.203848436292615,12.697861744153212,3.600078470893286,4.012229391258654,1.7819891936390544,3.1132013577352806,6.363360360226259,4.972169939875775
sub-009C,salience,3.2732646113802666,2.670666107368923,1.6647583265129653,1.3938941647087968,6.585269121013407,10.837730977906809,6.585812635275378,0.8868925946284035,4.6570046273607
sub-009C,visual,3.850630274365063,4.750077264077248,22.72173368733839,8.493394268299642,4.774124255518257,2.3894130191234626,1.027246309935778,2.7491084870962426,3.7296220380669096
sub-013C,auditory,1.9177879850603312,2.1562926784802823,2.6956655179266655,2.159719407798393,4.59673218340193,6.478411303610691,6.464443759495325,4.533305373373592,1.502194605566085
sub-013C,dmn,2.028869088303278,2.2258220157850586,4.471139594792187,1.9781400429763691,1.6482367361708024,2.37921877676952,2.114761771107424,2.6944035971574594,0.782807962198738
sub-013C,fpn,3.3116074393796504,1.6086329334153253,6.762018964288348,2.824995973843666,1.1620978370182566,0.6756306954512956,0.5030065782560695,0.7774329589716276,1.0364615539757454
sub-013C,limbic,1.7632061765220919,1.2747665769429113,3.552857553018072,5.069215655972869,3.9800825216706768,5.586706764951817,4.887790660449511,1.0424887198417283,2.988261081711096
sub-013C,motor,5.144892935468713,2.9934818435950437,5.167922979141308,2.741985619385411,3.541395416929296,1.9914167778881264,0.7275002079853694,1.7484783266186505,2.397870810034518
sub-013C,salience,1.3370428444565556,0.6902621283307189,5.542499539928006,3.9028946424414395,1.9678493253877614,2.9597062166437107,4.444305384484732,2.4673769270665407,1.6821249078801817
sub-013C,visual,2.475396610761726,2.897538438606415,4.088275156171638,1.0376534993095219,1.581808014999807,2.8781042438310145,1.6154219870708044,0.7347317905225338,0.5772834554427564
sub-014C,auditory,3.8481627839884984,4.64505502748384,6.035708162311335,2.1762321729134064,4.14298653766049,2.8206798588350215,4.652238431380599,4.893126805297155,5.798629817437461
sub-014C,dmn,3.022741857043409,5.649965084446176,8.062814736046006,3.0339989447889213,3.42853938073945,5.798515482771138,2.6205179547553854,2.1002339412150737,0.7399914729893854
sub-014C,fpn,4.88804430193013,4.686493560347432,4.768971259536648,2.234271920283337,2.043079940078518,3.6734934353593633,3.8254436073709073,0.9241549769248371,1.7616344619328386
sub-014C,limbic,4.425298101609119,5.254487259743226,7.78318086066072,3.1198430595605897,3.6372016129870763,4.749265672756426,5.641775045979159,4.568500112542672,0.8199631173657104
sub-014C,motor,4.338208452423189,6.12771249005067,9.004953315277575,2.7866638486556186,1.990594044939859,0.9931801033592483,2.052402546188351,4.76522009060746,5.725161203807508
sub-014C,salience,4.873676407635918,6.585300873834402,7.747784224734165,1.3438176254578729,3.3892045957060803,2.315102124069327,2.00016505750322,4.751695268015733,3.451369062196917
sub-014C,visual,3.904300321605551,7.454184039279838,9.224654499396163,2.662859007848866,0.864363285806127,2.6384335068305305,2.9893176093976086,2.618766307567193,1.659269357479244
sub-015C,auditory,2.1438352372263845,4.481502494886569,6.773170720393718,5.949211604602598,4.476755015585793,2.967875442129002,2.107053494850419,0.7087311844677516,0.9223933232764272
sub-015C,dmn,1.8461081059223492,4.761427176252452,6.083039543421402,4.390108528339271,2.583952766837118,5.608202948673953,6.7343609785416545,7.297702240685598,3.272899799745426
sub-015C,fpn,2.0769625989172154,0.8820258069212498,2.7541095731373266,4.345239173008913,1.2300931013509586,1.6598249346985798,1.8771628873196238,1.5133116041603891,1.5365688719748671
sub-015C,limbic,4.650362942903831,10.810081679586936,10.880690693481437,8.877322233888087,5.508223510796894,6.692889772355156,4.852172364611313,3.280048754505246,3.047653025327847
sub-015C,motor,2.7738797066632612,8.56587404728768,36.20115297880554,14.383038877187248,5.57681889380243,3.3247658260316033,7.2076960484528305,6.022506772240062,3.640343386702127
sub-015C,salience,1.6518084852725443,1.3743341414728019,2.0664583327743027,1.0903783642775464,3.9214850589598265,10.46383719269825,8.73929400515132,3.065780424099638,2.668379941110047
sub-015C,visual,2.7117010820077407,6.5840078948033876,16.25464379847196,11.542030674005598,12.897183591554228,13.673426353012198,6.899970394987337,1.7244689615869906,1.0066366800030795
sub-016C,auditory,2.056875637600623,2.6379893937701224,6.873738808237146,7.828392044734385,6.723724500286084,5.723273367189469,3.3443956062621454,1.164851870780262,1.5587691986461678
sub-016C,dmn,1.0533046443819187,1.3921841903091945,5.021062349773304,3.029431615423386,2.9332846060357305,2.128657336088125,2.993534950926128,2.089436399241793,2.591965953020998
sub-016C,fpn,3.7792081178187837,3.568468042550733,8.091837309299663,3.969010110496188,1.7148727837627007,0.23821001140912978,0.398707958807253,2.0627931103689394,2.423833479636681
sub-016C,limbic,1.8147129490717155,3.4474432018822103,5.163951041317468,9.920881631824635,8.358292329006867,2.4278436396984,2.88502500137775,9.208571721999153,7.168250562180122
sub-016C,motor,1.988637009449634,1.4641925373994147,4.203544673951123,4.724161603474867,2.685679006739274,1.2298985029828586,2.0724474284248378,6.187435147340705,2.429985147304229
sub-016C,salience,1.3919027540699473,1.0353645677367656,3.158801218630384,5.759068158910361,2.4003878923063864,1.2309997046501664,1.0237753124709519,2.828812935359577,7.216536315899091
sub-016C,visual,2.4165351049583976,1.8808451458475415,3.6297697581826234,2.1393518488413417,1.669380677754992,1.3492909099328871,1.4467156975175723,1.8942437347940113,2.2615075675583767
sub-017C,auditory,0.883941750042552,2.487901686242483,4.5570820097310865,3.039049621606676,2.8379997702331683,1.4588089615017803,1.7102517349014228,0.8991603225206215,2.00263147966902
sub-017C,dmn,1.4539672482932122,2.115198777869445,8.390714986224339,4.993267500225138,2.694752719837485,1.3242497183081896,0.8411895990054402,1.2680470829206598,0.9069189161104437
sub-017C,fpn,2.5336552977442386,1.705193739454149,8.253855670744276,2.1161430921442674,0.8771386440097848,1.261670809510361,2.782533369847072,4.659154573440679,2.1733172037942285
sub-017C,limbic,1.551386288419129,3.442525593466068,4.918370207459858,1.9024727226089881,1.2902499698481762,1.9244012225871552,2.9271021578135374,1.0907591548337323,4.586418680658865
sub-017C,motor,1.6203214266257686,2.8575750983117474,9.059583057040557,2.9577178982784154,2.3262831533610218,5.851855797686913,5.344063296977394,2.2240728526778653,0.3903263146288677
sub-017C,salience,3.2101497561838146,3.547733509566857,2.8278773287987713,1.894767219344863,2.335161760219925,1.13619926989615,2.570115129426813,1.7582096297121805,2.1348255761050834
sub-017C,visual,1.2422107392066886,4.660540395463843,3.5077499547833106,2.673530835763189,3.214934909887945,1.497645412519434,0.6429420779268616,0.8022522408825807,0.5534753854299708
sub-018C,auditory,2.615212200480709,3.405065695355436,4.594200033548743,2.4631039790965352,2.940812082122598,1.986413330693549,1.8187026000277235,3.223803779459983,6.502989560019448
sub-018C,dmn,3.9289183804214,3.5502581770804547,5.096945327155221,2.747583640662597,3.573561290578398,2.3856279070867763,1.3254935027056673,2.4404631436162334,1.876086418170127
sub-018C,fpn,3.170250955851268,4.173769634507302,5.200821567862351,1.6470954002845946,2.6159911910276232,1.460993333024516,0.7104265269932376,1.8807746363479725,2.837142309613785
