Unnamed: 1,mean,median,std,variance,iqr,min,max
auditory,5.921052631578948,6.0,1.5569125242566244,2.423976608187134,2.0,3.5,9.5
dmn,7.192982456140352,7.333333333333333,1.528800827057245,2.337231968810917,1.6666666666666679,4.0,9.333333333333334
fpn,7.052631578947368,7.0,2.235414060837905,4.997076023391813,2.75,4.0,12.0
limbic,4.815789473684211,4.5,1.2495613265350083,1.5614035087719296,1.5,2.5,7.5
motor,6.815789473684211,6.5,2.6310672017040995,6.9225146198830405,4.0,2.0,11.0
salience,4.7368421052631575,4.5,1.2401659953032227,1.5380116959064327,1.5,3.0,7.0
visual,8.126315789473685,8.0,2.979344093600163,8.876491228070176,3.6999999999999984,2.4,15.0
