Unnamed: 1,mean,median,std,variance,iqr,min,max
auditory,6.190476190476191,6.0,1.9331075401810325,3.736904761904762,2.0,4.0,10.0
dmn,9.19047619047619,8.666666666666666,1.8516401995451028,3.4285714285714284,2.333333333333334,5.666666666666667,13.0
fpn,9.071428571428571,9.0,1.8458447543449736,3.407142857142856,2.0,4.5,12.5
limbic,5.285714285714286,5.0,1.4880476182856899,2.2142857142857144,2.0,3.5,10.0
motor,8.238095238095237,8.5,2.7414368842773293,7.515476190476191,4.0,4.0,14.0
salience,6.238095238095238,6.0,2.188715648611347,4.79047619047619,3.0,3.0,12.0
visual,11.342857142857142,11.6,3.9013550759411055,15.220571428571429,5.6,4.0,18.2
