Group,mean,median,std,variance,iqr,min,max
HC,1.6449843212343211,1.5,0.627999266504728,0.3943830787304764,0.8583333333333334,0.6,2.875
MDD,1.3918950058655941,1.0357142857142856,0.742086366113479,0.5506921747715083,0.9069444444444446,0.5555555555555556,2.8
SZ,1.2866037471300629,1.1111111111111112,0.6363816615409795,0.4049816191456579,0.6405228758169934,0.5,3.25
