Group,mean,median,std,variance,iqr,min,max
HC,1.355642320631356,1.2962962963030304,0.33561257853853205,0.11263580287328233,0.3800505051393941,0.9230769230769232,2.333333333333333
MDD,1.2055264270950543,1.1547619047619047,0.4991269603550783,0.24912772255329993,0.6323529411764706,0.5555555555555556,2.476190476190476
SZ,1.327456029236215,1.2592592592592593,0.6312855162837485,0.3985214030696389,0.5215141612200436,0.5128205128205128,3.5
