Group,mean,median,std,variance,iqr,min,max
HC,0.9454130673148982,1.0,0.17580430408042078,0.030907153333201053,0.20709841628959302,0.6190476189999999,1.1666666666666667
MDD,1.081355067393079,0.9144736842105263,0.43332149637104533,0.18776751921724186,0.27916666666666656,0.7017543859649124,2.1666666666666665
SZ,0.9838199103475297,0.9090909090909092,0.2959311506150053,0.08757524590432095,0.3388888888888889,0.631578947368421,1.75
