Group,mean,median,std,variance,iqr,min,max
HC,1.5791742424242425,1.4933333333333334,0.39723438178668036,0.15779515407344613,0.3240259740259741,0.775,2.3
MDD,1.736139570306237,1.525,0.7639384925268156,0.5836020203641434,0.594642857142857,0.8800000000000001,4.24
SZ,1.8056435205661212,1.7333333333333334,0.7174922447699552,0.5147951213050292,1.1178151260504199,0.8,3.314285714285714
