Group,mean,median,std,variance,iqr,min,max
HC,1.1729761904656673,1.1833333333333333,0.3156462053553056,0.09963252695520375,0.45773809530535725,0.3939393939090909,1.6666666666
MDD,1.3472562930896264,1.2727272727272727,0.4975687965850197,0.2475747073350647,0.5333333333333332,0.625,2.4
SZ,1.4315420905204186,1.3333333333333337,0.4299633306616907,0.18486846571369434,0.5444444444444443,0.7142857142857143,2.333333333333333
