Group,mean,median,std,variance,iqr,min,max
HC,1.295041096158743,1.2535714285714286,0.3120879201429117,0.09739886989912844,0.37351190476190466,0.8266666666666667,2.036363636363636
MDD,1.3438588993852152,1.1875,0.37583572913941793,0.1412524952977579,0.4588888888888889,0.863157894736842,2.05
SZ,1.2456686725726973,0.9666666666666668,0.5606608620087147,0.314340602188355,0.5407002801120447,0.7555555555555555,2.8
