Group,mean,median,std,variance,iqr,min,max
HC,0.9193521888426041,0.8660714285714286,0.3343656656478591,0.11180039836413588,0.32178571430138936,0.5357142857334183,1.6666666666666667
MDD,1.0203320862860337,0.9545454545454546,0.3224304829410713,0.10396141632961248,0.28221153846153846,0.4038461538461538,1.736842105263158
SZ,1.0101704096468567,0.9285714285714286,0.38885711092692116,0.15120985271843185,0.3366946778711484,0.4285714285714285,2.1
