group,subject,region,mean_timeseries,spectral_entropy
HC,sub-005C,auditory,"[-6.86107664e-02  1.21107565e-01 -8.68755268e-01  1.90499338e-01
 -3.34813748e-01 -1.57770305e-01  9.59389663e-01  4.07268825e-01
  3.09339142e-01  9.50357413e-01 -5.80060387e-01 -4.68421550e-02
 -1.63163888e-01  2.15573175e-02 -9.76451212e-01  6.73012812e-01
 -1.08886898e+00 -9.96401505e-01 -4.81727490e-01 -1.20190836e+00
 -1.31111612e+00  4.07088105e-01  8.75517425e-01  4.02044131e-01
  7.37805341e-01 -4.24485113e-01  1.59911801e+00  9.57994117e-01
  1.55148339e+00  5.81496750e-02 -5.51553623e-01 -1.78004415e+00
  4.85772050e-01  4.97848237e-01  1.25001170e+00 -8.22912358e-01
  3.58673368e-01  3.74944330e-01 -7.06312365e-01 -4.93515858e-01
 -3.31773997e-01  3.95427975e-01 -8.15290777e-01  8.99725595e-01
 -9.01681940e-01  1.02650149e+00 -1.84531288e+00 -1.97763841e-01
  7.05629652e-01 -7.46842895e-01 -1.57430212e+00  3.25839249e-01
 -1.25298580e-01 -1.34682948e+00  3.24519611e-01  9.30950500e-03
  2.46606789e-01  2.19904100e-01  1.06945483e+00 -1.73292822e-01
  5.38413138e-01  3.98391838e-01 -1.41478750e-01  5.06844423e-01
 -1.25270630e-01  3.05008798e-01 -5.73383000e-02  1.24414185e-01
  8.09871007e-01  7.51991430e-01  1.03580045e+00 -9.44394888e-01
  5.40956000e-02  5.71440275e-02  4.23510256e-01  4.27184640e-01
  6.35796251e-01  1.31660301e+00 -3.24056425e-01  1.33251393e+00
  8.13178700e-01 -9.86755665e-01  2.03246720e-01 -9.92348583e-01
 -8.61236445e-01 -1.00068016e+00 -4.40001990e-01 -4.78495603e-01
 -1.44312983e+00 -5.48488738e-01 -2.32016550e-01 -6.50811513e-01
 -1.54604100e-02 -3.62105165e-01 -5.87438853e-01  3.29461942e-01
 -3.61765895e-01  6.78176904e-01 -7.34064800e-01  3.37601325e-01
 -1.08563780e-01 -4.15879829e-01 -8.24488915e-01  6.64301502e-01
  9.61729330e-01  4.89402955e-01  1.29440018e+00 -6.46805940e-01
  4.00559535e-01  1.35478825e+00 -4.06051315e-01 -4.94227892e-01
  8.71876097e-01 -6.89630612e-01  7.55143618e-01  1.69887643e-01
 -3.55724232e-01 -6.48764152e-01 -1.93342755e-01  2.67983180e-01
  4.20229442e-01  7.29788750e-02 -1.17875976e+00  2.00695613e-01
  1.03211424e+00 -3.09416584e-01 -1.04209807e+00  1.51740896e+00
  1.75279837e+00  7.81270638e-01 -1.53438893e+00 -1.10227858e+00
 -1.93871437e-02 -4.23634125e-01 -3.14447588e-01 -9.45840407e-01
 -5.89106585e-01 -4.42394897e-01 -3.69442950e-02  2.90860198e-01
  1.36350112e+00  3.34364519e-01  8.78633875e-02 -1.28266275e-01
  5.70414138e-01  8.87745138e-01  7.62050950e-01  1.88093320e+00
  9.14718995e-01  7.59056840e-02 -9.14044368e-01 -4.61607660e-01
 -1.33193757e+00 -6.61420288e-01 -5.52769230e-01 -1.01684837e+00
  1.14191085e-01 -2.18986095e-01 -1.59533595e-01 -6.44563685e-01
 -1.27693335e+00 -6.21861350e-02  1.24139575e-01 -1.78859222e-01
  7.97127595e-01  4.86045530e-01  2.96650837e-01  4.37722355e-01
 -7.94535605e-01  4.47576639e-01  3.27688775e-01  4.29879435e-01
  4.90820709e-01 -4.89483605e-01 -1.27975732e-01 -5.75284185e-01
  1.11065381e-01 -7.84355940e-01  7.36809055e-01 -3.59869046e-01
 -2.62932850e-01 -1.01456836e+00 -4.50941925e-02  1.58732399e+00
  9.91941868e-01 -2.28469048e-02 -6.66749145e-01  1.49575302e+00
  6.13943264e-01  1.14366308e+00  2.82160068e-01 -4.99085295e-02
 -2.15659132e+00 -6.14525174e-01  7.72855385e-01 -2.10732676e-01
  4.18220425e-03  5.35463135e-01  7.96905088e-01  5.70474875e-01
 -6.94304495e-01 -7.87629400e-01  1.34462250e-03  7.73442707e-01
  9.50600611e-01 -1.58994951e-01  5.84802070e-01 -1.47982711e+00
 -5.08607520e-01 -1.08881141e+00 -3.99811410e-01 -1.23139379e+00
 -1.83563985e+00 -9.66846075e-01  3.91946275e-01  7.88385432e-01
 -8.42978350e-02  6.25737814e-01 -5.27072409e-01  4.64026265e-01
  3.83060289e-01 -2.60743308e-01 -1.38626017e+00  1.54014318e+00
  1.43334724e+00  5.30899235e-01  5.19933952e-01 -3.79609748e-01
  4.92116289e-01  4.18822725e-02 -3.61566136e-01 -2.17017846e-01
  3.40877136e-01 -2.11414451e-01 -2.82886892e-01  1.18901750e-01
  1.12750428e+00  3.99850740e-01  1.51811193e+00  1.07977721e+00
  2.12592471e-01  9.70311552e-01  2.76498670e-01  2.28659940e-01
 -6.76311565e-01  1.92953690e-01  4.57372610e-01 -1.04377107e+00
 -1.31893196e+00  1.09443445e-01 -6.13640500e-01 -1.83812093e+00
 -1.47046692e+00 -3.44092673e-01 -2.26902782e-01 -8.51785922e-01
 -8.25440918e-01 -1.92664259e-01 -5.42902767e-01  9.06615390e-01
  1.86233460e+00  9.42680452e-01  1.18438235e+00 -1.11249394e+00
 -5.43002908e-01 -5.65364290e-01 -1.00970821e-01  5.98748585e-01
  8.07593587e-01 -5.53319705e-01 -1.80688106e-01  6.35197995e-02
 -6.29436862e-01 -8.36224032e-01 -1.93370397e-01  5.30946080e-01
 -1.94414747e+00  9.64794650e-01  5.31713177e-01  1.95482248e-01
  9.98343788e-01  1.26500303e+00 -5.45886108e-01 -5.89702718e-01
  4.79215890e-01  1.83177450e-01  3.91949975e-01 -8.73092633e-01
 -1.03655168e+00  3.76636613e-01  1.58440493e+00 -3.22344032e-01
  1.00886074e+00  6.56282450e-01  7.10850938e-01 -4.98943847e-01
 -2.67894471e-01  8.71206185e-01 -4.53520650e-01 -2.52185391e-02
 -8.44393287e-01 -2.47446310e-01 -1.63554403e-01 -2.39936548e-01
  8.00069050e-02  2.96724315e-01  8.95649460e-01  1.28540520e-01
 -3.30148397e-01 -1.51555585e-01 -1.34530224e+00 -1.75755925e-02]",4.0264409100393665
HC,sub-005C,visual,"[-0.02712518  1.64662815  0.96816118  1.65867842 -0.40851312  0.0259193
  1.03920137 -0.07664307 -0.605709    0.89137455  0.19264408  0.2722306
  0.01791684  0.153808   -0.81353388  0.53562793 -0.90290341 -0.92287822
 -1.52576634 -1.64989878 -0.46863948  0.2571744   0.94746528  1.13057282
  1.21069666 -1.14963064  0.10539822 -1.0434544   1.70234332 -0.18818418
 -1.34478171 -1.24135154 -0.25196986  0.70718018 -0.06103065 -2.03595462
  0.2749445   1.38680557 -0.07330689 -0.56840292  0.12034211  0.66393787
 -1.0193918   1.21698126  0.50092729  0.21288136 -1.14159356 -0.02650338
 -1.32546658 -0.00412608 -1.20086822 -1.17739005 -1.75925791 -0.66025457
  1.08200609  0.60555661  1.54376378  1.35505939  2.41049214  0.66807219
  0.86202491  0.64768771  2.43111265  1.29162649 -0.34263357  0.08617312
 -0.42028845  0.18897238 -0.15639538 -0.28079489  0.36453186 -2.12269911
 -0.93998202 -0.36756758 -0.50787306 -0.55581909 -0.58568076  0.40583546
 -0.59203685  0.96339712  1.40872361 -0.70048862 -0.72039091 -0.27545054
 -0.04602918 -0.36049653 -0.11543332 -0.39329298 -0.28808903  1.4534615
  0.44481756 -0.49001684  0.15457141 -0.06204396 -0.40014317  0.54209456
 -0.61253187  0.20854674 -0.94975994 -0.5839201   0.38746232 -0.29636803
 -1.07365395 -1.13441397 -1.36965429 -0.10910135  1.18893037 -0.07613014
  0.1036635   1.08695762  0.31754179  0.19264202  0.98636544 -0.19637733
  0.64764961 -0.91119678  0.30780205  0.12636695  1.59654376  0.4710556
  0.2313909   2.04680432 -0.72568517 -0.99439042 -0.34478234 -1.62515516
 -1.3305159   1.05740663  0.27771231 -0.39537876 -1.88505905 -0.18776246
  1.69643275  1.87544773  0.54512275 -0.03151328  0.03680916 -0.34298404
 -0.47650618 -0.13415222  0.90363603  0.31550104 -0.766268   -0.45278848
  0.66552283 -0.11120626  0.48314311  0.94304257  0.5084732   0.59893639
 -1.53897409 -1.21465534 -0.22890801 -1.97505016 -1.89375744 -1.56719558
 -0.4150021   0.62589337  0.86355489  0.49794147 -0.08702746  0.82732177
  0.75043299  0.30735399  0.43555811  0.67938507  0.5058555  -0.34766522
 -1.0522483  -0.29072756  0.74254542  0.75134392  1.0929517   0.99921679
 -0.41809301 -0.54421946 -0.68047121 -0.82686184 -0.39968294 -0.47653297
  1.28938434 -0.01756804  0.72504595  1.59339262  1.36432449 -0.30111157
 -0.88110068  0.13405886 -1.06371202 -0.29501065 -1.60199949 -0.62630516
 -1.54289315 -0.3973611   1.38345475 -0.05641599 -0.11071319  0.11826282
  0.23429114  0.45445849 -0.62298417 -0.56543893 -0.30993872 -0.33241239
  0.24094939 -0.5525864   0.03867541 -0.93804696 -0.71677049 -0.18651925
  1.16731341  1.30735682  0.28692512  0.60916619  1.38174584  1.13000054
  0.56897929  0.04575508  0.51371403  0.58226766  0.25440502  0.10914555
 -1.39106624  0.83460859 -0.08452432 -0.14715089 -0.30890678 -0.44516476
 -0.21983106 -1.02176407 -0.80425193 -1.53851313 -0.92305354 -1.41125263
 -0.88821629 -0.55714823  0.73694683 -0.35390356  0.80409485  0.74629065
  0.19835758  1.1361671   1.08658415  1.69644915  0.70106154  1.63315017
  1.20871894  0.98959457  0.39809633  1.05698239 -0.46951015 -1.33818487
 -0.99395866 -0.83874583 -1.05994215 -1.40318724 -1.48149649 -2.02514472
 -1.84227416 -0.10898639  0.60220358 -0.55591347  0.84627668  0.05713622
  0.41323077  0.32538479  0.52367427  0.88631786  0.57101449  0.28553002
  0.69042864  1.43009009  0.74086783 -0.56418705 -0.5745998   0.18384023
 -0.17018987  0.67398243  0.36961701 -1.12044025 -0.75481007  0.66260796
 -1.4666406  -1.08361715  0.08157082 -0.48156262 -0.41862997 -0.72580934
  0.25642319  1.24995391  1.11473093 -0.35175169  0.33333872  0.30393721
  0.02511211 -0.79931077 -0.44443643  0.71560928 -0.34124751 -0.52948728
 -0.12694924  0.70362345  0.01985494 -0.47798393  0.41943256  0.32858318
 -0.43591368  0.14177094 -0.12632529  0.49095121 -0.24860043  0.1989927 ]",3.757067800774166
HC,sub-005C,motor,"[ 4.58215850e-02  5.11454000e-01 -7.44338225e-02  3.51008720e-01
 -1.18830805e-01 -7.74429710e-01  4.23739320e-01  5.20517440e-01
 -2.71599474e-01 -1.75093958e-01  1.79431303e-01  1.30769074e+00
  4.42914397e-01  6.48885760e-01 -4.23290800e-01  4.62566785e-01
 -1.00713072e+00 -6.72370205e-01 -1.82932633e+00 -2.47636770e+00
 -1.44241399e+00  4.03242620e-01  1.03708805e+00  1.09675200e+00
  1.68915290e+00 -3.21432508e-01  1.15274829e+00  3.01528216e-01
  9.00386140e-01  9.85366240e-02 -1.75109728e+00 -2.18904005e+00
 -1.87727680e-01 -1.99927175e-02 -2.40696970e-01 -1.34778590e+00
  5.25863915e-01  3.91470078e-01 -1.94171850e-01 -1.23330451e+00
  3.15991762e-01  4.11457380e-01 -1.26016233e+00  8.08816445e-01
 -6.43925250e-02  3.53428863e-01 -8.48221160e-01  4.91837790e-01
 -6.69650570e-01  3.76356150e-01  3.33929635e-01  5.99489033e-01
 -1.30375196e+00 -4.50419368e-01  4.13771724e-01 -4.25872015e-01
  4.64433868e-01  7.04340405e-01  2.06275010e+00  5.42922245e-01
 -1.79303670e-01 -2.70333857e-01  1.21151702e+00  8.65591763e-01
  1.20011240e+00  2.91845577e-01 -2.33856212e-01  2.32906288e-01
  3.56063730e-01 -1.99416905e-01  2.15800515e-01 -1.25351400e+00
 -9.90465150e-02  3.03173365e-01 -1.80941600e-01  1.12413301e+00
  1.72364672e-01  4.07067373e-01 -6.53861710e-01  6.18007082e-01
  2.32514710e-01 -1.59936939e-01 -4.20807586e-01 -1.31365778e+00
 -1.07831237e-01 -8.20739563e-01 -5.85050303e-01 -1.55469427e+00
 -1.82681085e+00  1.70584386e+00  3.27907157e-01 -6.21015035e-01
  5.05147243e-01 -2.56336208e-01 -2.55199573e-01 -4.94721908e-01
 -4.10475609e-01 -4.30162827e-01 -1.13693200e+00 -6.44369575e-02
  3.94671780e-01 -2.09878055e-01 -1.84626449e-01  1.46027635e+00
  2.81232560e-01  7.97207457e-01  2.10375223e+00 -6.44468223e-01
 -7.18976325e-02  1.04765244e+00  1.00965350e+00  7.46693275e-02
 -2.09561325e-02 -5.71434795e-01  4.05675735e-02 -1.36009667e-01
 -3.53024962e-01 -7.56944475e-01  5.92358368e-01  2.30342763e-01
 -5.72218785e-01  7.71697662e-01 -1.59161847e+00 -2.19343255e-01
  8.40379787e-01 -5.66087150e-01 -7.08674360e-01  8.18527390e-01
  3.50500190e-01  3.54114883e-01 -1.57707005e+00 -3.66953020e-01
  1.79396683e+00 -4.55263825e-01 -4.53852943e-01 -1.01717195e+00
  7.43769080e-01  8.04186850e-02 -4.83304609e-01  2.00392854e-01
  1.01016060e+00  5.61040657e-01 -1.37784069e+00  2.27550617e-01
  1.86074912e+00  9.48691265e-01  1.52831382e-01  1.44179989e+00
  6.28338075e-01 -1.73895967e-01 -1.14053385e+00 -7.46305423e-01
 -6.25565265e-01 -1.74864890e+00 -1.60013360e+00 -1.36212215e+00
  3.66722775e-01  6.63223400e-01  6.61606185e-01  6.29144000e-01
 -6.10371295e-01 -2.70123695e-01  2.06778709e-01  5.46247587e-01
  3.96692425e-01  4.83516414e-01  7.59544385e-01  7.18835583e-02
 -8.45987487e-01 -3.54159465e-01  4.90693308e-01  4.16130315e-01
  5.28957855e-01 -2.79462478e-01  7.08577250e-03  3.17128228e-01
  5.33108368e-02 -2.77582887e-01  1.67911372e-01 -9.81540975e-01
 -5.66383805e-01 -7.23304742e-01 -7.28276030e-01  4.89869605e-01
  8.42657865e-01  3.12821188e-02  4.17910270e-01  2.00392817e+00
  1.01696466e+00  8.59957058e-01 -8.22853153e-01 -6.34168427e-01
 -2.44700323e+00 -8.15939665e-01  4.58033153e-01 -8.64407335e-01
  1.88318390e-01  1.14275715e-01  5.00800750e-03  4.06476682e-01
 -3.65164478e-01 -5.40490614e-01  1.05208762e+00  1.51158463e+00
  1.27233033e+00  5.79739815e-02  2.69525584e-01 -1.63710325e+00
 -1.76808287e+00 -8.06589363e-01  8.06282610e-01  4.77624609e-01
 -6.26853550e-01 -4.62278888e-02  4.79394962e-01  8.72965070e-01
  2.41697725e-01  4.62107583e-02 -2.17559477e-01  1.16111938e-01
 -2.48073912e-02 -2.37586472e-01 -5.36542860e-01  7.96213373e-01
 -2.85526800e-01  4.34216820e-01 -3.12296530e-01 -1.49596608e+00
 -6.72450937e-01 -7.06773325e-02  1.20846140e-01 -6.29725050e-01
  6.62643645e-01 -8.23960217e-02  1.02531255e-01  3.65240250e-02
  1.19702257e+00  6.77301250e-02  9.88600333e-01  7.27292557e-01
  1.66509900e-02  1.24602577e+00  9.82819620e-01  7.16288537e-01
 -3.39361255e-01  1.26029943e+00 -2.33802000e-02  2.94123554e-01
  2.74201025e-01  2.80468330e-01 -6.29178812e-01 -1.43066872e+00
 -5.20514435e-01 -7.55640888e-01 -1.30370925e+00 -1.33871320e+00
 -1.10025288e+00 -8.90354477e-01 -1.05691104e+00  8.35876405e-01
  8.23754575e-01 -1.23714750e-03  1.56442080e+00 -5.84948590e-01
 -8.40932537e-01 -5.58548750e-01  5.65335310e-01  6.31067210e-01
 -2.56091695e-01 -1.36172658e+00 -9.81726250e-03  1.25324430e+00
  3.77105340e-01  3.19133050e-01  6.41540735e-01 -8.88893887e-02
 -9.96742487e-01  3.91476642e-01  9.08090967e-01 -8.41063325e-01
 -3.72468067e-01  1.23854301e+00 -1.51454592e+00 -7.96868488e-01
 -1.92886740e-01  2.64321543e-01  3.00036839e-01 -5.13509277e-01
  5.59672611e-02  1.09144518e+00  4.06336843e-01  4.31742015e-02
  1.29597166e+00  7.39428503e-01  1.28767338e+00 -8.83576522e-01
 -3.60783132e-02 -2.48476619e-01 -1.20624985e+00 -9.13696607e-01
 -7.41477212e-01  4.23363153e-01 -1.54546265e-01  2.51523934e-01
 -2.82759062e-01 -1.04649505e-01  1.49395615e-01  8.24062425e-01
  1.67317300e-01  6.28095720e-01 -1.23230893e-01  1.90599275e-01]",4.0921829208245235
HC,sub-005C,dmn,"[ 0.11487007  0.11000811  0.00496195  0.23337417 -0.0399657   0.03322165
 -0.14648473  0.44430786  0.49387667 -0.26442623  0.35753982 -0.04953104
 -0.69810868 -0.79933228 -0.55535129  0.74136446  0.28020837  0.07364898
 -0.45150757 -0.91884438  0.44847113  0.44026662 -0.09420521  0.76111197
  0.5115157  -0.2992047  -0.11704056 -0.34730435 -0.36974025  0.05355781
 -0.64091445 -0.86283034 -0.2755827  -0.28871832  0.07235988 -0.86296627
 -0.55947268  0.55572815  0.31266416 -1.0288945  -0.28761111 -1.1195208
 -0.51734367  0.53965936 -0.41779287  0.41439724  0.63767016  0.70726606
  0.22831365  1.43905788  0.00552898  0.39450701 -0.12697779 -0.26080863
  0.60179609 -0.00644678  0.36272936 -0.37360838  0.38400279  0.31435805
 -0.08469388  0.34153171  0.28355807 -0.82690982  0.42610757  0.17812866
 -0.29218833  0.57184943  0.2256721   0.44304966  0.54584818  0.20691085
  0.31373739  0.16629764 -0.00651862 -0.03786348 -0.55109275  0.39638233
  0.89868921  0.79529944  0.71333136  0.06057444 -1.62733707 -1.75208688
 -0.8001918  -0.17209196  0.49926473 -0.37208481 -1.40589858  0.08062769
 -0.18889514 -1.0450398  -0.0335684  -0.57146122 -0.08163143  0.580687
  0.83842109  0.77508595  0.52667937  0.07069906  0.26440827 -0.4910804
 -0.64697297 -0.65806823 -0.52555438  0.15378354  0.26942313  0.56509815
  0.21932391  0.35176829 -0.28550555  0.75824846  0.55986673 -0.18028374
  0.01735209 -0.27872227  0.07933739 -0.10102197  0.16237552  0.34864141
 -0.08969101 -0.41996105 -0.957014    0.75639115  1.32868209  0.23424513
 -0.72808677  0.38484243  0.50274394  0.06438871  0.04205662 -1.43957565
 -0.10190341 -0.16244896  0.69066852 -0.06675871  0.13778894  0.85092385
  0.56951696  0.46143577  0.55266254  0.88756579  1.19018664  1.08758589
 -0.3946699  -1.1173427  -1.20872249 -1.16551593 -1.38077498 -0.16300703
 -0.83278676  0.71565335 -0.05316806 -1.18891817 -0.89971889 -1.16099531
  0.21357047  0.86070696 -0.03874101 -0.32603035 -0.01458341 -0.91367917
 -0.44203365  0.29473723  0.75554709 -0.05710042  0.50174316  1.07829746
  0.10161342  0.20615157  0.19174094  0.11819749  0.66610476  0.79431568
  0.71727738  0.50605571  0.68526948  0.02235175  0.16376949 -0.03552593
  0.59824396  0.51216972 -1.04346958 -0.85168981  0.17279133 -0.30762788
 -0.56096896 -0.70710901 -1.54524546 -0.0830325  -0.35922096  0.19889877
 -0.18934015  0.12955896  1.08256408  0.18130323  0.57225381  0.65899528
  0.32050749  1.45882833  0.63042699 -0.15545744 -0.14460373 -0.84079778
 -1.49608608 -0.31865     0.81092643 -0.28398522  0.59316611  0.22992211
  0.09775485 -0.59554985 -0.37509063 -0.07098366 -0.34857577 -0.31209786
  0.03365292 -0.33956101 -0.13282727  0.20207374  0.51206432  0.53169519
 -0.79176591  0.68436756 -0.54295194 -1.5314286  -0.62820902  0.12768339
 -0.03124066  1.20580501  0.75856247 -1.0261485  -0.71261385 -0.82359633
 -0.15786861 -0.34240105  0.84471953  0.62724578  0.23523065  1.62202033
  1.09875835  0.46413002  0.79184783 -0.21743319 -0.37965073  0.35178428
  0.48161965  0.02798222 -0.58779541  0.55477024 -0.41586212 -0.67097705
 -0.04524776 -0.43276373 -0.39813716  0.10799504  0.27463302 -0.85835455
 -0.35382132  0.42968657  0.63883071  0.87193772  0.8407809   0.47299438
 -0.05201485 -0.64782842 -0.95382868 -0.30897777 -0.40946476 -0.89765503
 -0.96733446 -0.28406919  0.50541036  0.29254694 -0.15667142  0.26149959
  0.73598906  0.25288551  1.16254814 -0.10424002  0.14567167  1.78418923
  0.20131662  0.04024602  0.03661709 -0.37121065 -1.05593013 -1.20217216
 -0.72443802 -0.2414053  -0.69948162 -0.25473445 -0.25180181 -0.47439133
  1.13431019 -0.29239367 -0.35046744  0.74731396  0.56219166  0.8132293
  0.86800001 -0.31982906 -0.79570379 -0.87624286 -0.51729652  1.21573558
  0.2055302  -0.47932618 -0.81319779 -0.05561874 -0.61040928  0.21496163]",3.9902885714755474
HC,sub-005C,fpn,"[ 0.0127682  -0.57553823 -1.25350584  0.08569197  0.00790497 -0.0679621
 -0.04873434  1.06791418  1.39421703  0.09424587  0.04783141  0.45599629
  0.4431835  -0.16100948 -1.06985986 -0.31176998 -0.99462147 -0.83505758
 -0.77005013 -0.31976432 -0.43142437 -0.14512622 -0.29916858  0.72970229
  1.80274797 -0.76049792  0.56708362  0.21837801 -0.5983646  -0.56901565
 -0.51638505 -1.36185527 -0.0622087   0.74995219  0.99588979 -0.99133075
 -1.19181678  0.38713752  0.58734537 -1.3159935  -0.5422641  -0.61818181
 -1.5995273   0.30340002 -0.98031345  0.17046598 -0.15715198  0.23266217
 -0.33933887  1.35002494  1.21768244  1.73808125  0.45443174  0.23312124
  0.78884219 -0.42673977  0.29599232  0.04814233  0.28178868 -0.15832062
  0.37313313  0.38512708  1.102845    0.30876467  0.37836278  0.52221898
 -0.33351499  0.49944997  0.48842101 -0.18953096 -0.44271383 -1.16053653
  0.22228435  0.47661812  0.76223646  0.43394427  0.59705993  0.13471983
 -0.94145334 -0.03367659  0.0658412  -0.35805705  0.17821945 -0.07513436
 -0.33007986 -0.44503427 -0.33307791 -0.63493031 -0.70300386  0.4755124
 -0.46558158 -0.90638624 -0.76577652 -0.52063976 -0.78380303 -0.77884236
 -0.54084332  0.12888096 -0.16655577  1.03056714  1.66869577  0.53180741
 -0.51510561  0.47071705 -0.34571186  0.64241159  1.00719163 -0.62058555
  0.41137182  1.08723398  0.05081143  0.41359891  1.49826839 -0.396752
  0.20532293 -0.6493085   0.12708692 -1.26061835 -0.32466789 -0.12553005
 -0.43467404 -0.24499333 -3.01685098 -0.22090059  2.07659052  0.22224954
 -0.37492445  0.36066448 -0.77497007  0.55163516  0.50164327  0.11631345
  0.77211887  0.98755002  0.73307112  0.04528911  0.3019967   0.17667102
  0.67873158  0.054094    0.65558578  0.42903385 -0.78748326  0.12442433
 -0.65439784 -1.70571332 -1.21632943  0.19184101  0.39635129  0.36311668
 -0.67627952 -0.25548292 -0.0680777  -0.40717151  0.06405159  0.92377007
  2.00726865  1.28549706  0.28590915 -0.50791732  0.1411604  -0.17091487
 -0.8526844  -0.5019278  -0.83162736 -0.98963226 -1.33920959 -0.59877873
  0.32191688  0.41957788  0.75225308  0.54269516  0.89171327 -0.33700738
  0.25793151  0.75764664  1.12083961 -0.55612946 -0.84719245 -0.76315603
 -1.19009638 -0.21206254 -0.05201306  1.35199951  0.79549899 -0.21455081
 -0.82632253 -0.35216693 -0.65877655 -0.16307843  0.37937367  1.61841513
  0.49294685  0.9150921   1.03492281  0.05300696  0.47497069 -0.28850132
 -0.36073616  0.02942223  0.0461623  -1.03986252 -0.24433351 -0.00340604
 -0.67845643  0.39290274  0.85617779 -0.24568522  0.22052966 -0.57830021
 -0.53539733 -0.94585673 -1.08642178  0.08352353 -0.21229525  0.02979321
  0.41745384  0.38353582  0.78187409 -0.05539322  0.41145143 -0.10977228
 -1.68143548  1.52684358  0.82203059  0.35435891  0.89816622  0.35174116
 -0.10491276 -0.43497763  0.71498598  0.15576131 -0.14035402 -1.1388444
 -1.37865309 -1.55233487 -0.44816719 -0.08416709  0.7932126   0.55214202
  0.63987119  0.88702148  0.9925533   1.52174888 -0.30529835  1.04786488
 -0.05216376  0.18762549  0.2305998   0.5295576  -0.23753014 -1.2780629
 -0.43792539 -0.65335308 -0.49538393 -1.08476628 -1.33107581 -0.98421997
 -0.44185409  0.87100347  1.81219665  1.49700658  1.37512728 -0.00354534
 -0.93032792 -1.19913984 -0.75675226 -0.34648843  0.37517527 -0.63327051
 -0.06261343  0.27046176  0.02250126  0.04510356  0.11009028  0.54659047
 -0.12171561  0.54301832  0.29549988 -1.00521014 -0.10319998  0.23370855
 -1.08054206  0.75390161  0.87180089 -0.18750704 -0.28289925 -0.5883297
 -0.79563953  0.35759703  0.87845868  0.56891709  0.1407856   0.03461853
  0.65333067 -0.20808482 -0.30193006  0.53063634  0.63726501  0.97942241
  0.41425533 -0.28264065 -0.05619062 -0.47140644 -0.45736687 -0.1015299
  0.05184004 -0.83796439 -1.1816097  -0.39424343 -0.35777916  0.03344342]",3.9286132638363265
